,index,artists,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,valence
3636,19609,"['Drake', 'Lil Durk']",0.244,0.7609999999999999,0.518,2SAqBLGA283SUiwJ3xOUVI,3.47e-05,0,0.107,-8.871,1,Laugh Now Cry Later (feat. Lil Durk),0.134,133.976,0.522
3637,19610,['Ariana Grande'],0.468,0.737,0.802,35mvY5S1H3J2QZyna3TFe0,0.0,0,0.0931,-4.771,1,positions,0.0878,144.015,0.682
3638,19611,"['Bad Bunny', 'Jhay Cortez']",0.401,0.731,0.573,47EiUVwUp4C9fGccaPuUCS,5.22e-05,4,0.113,-10.059,0,Dakiti,0.0544,109.928,0.145
3639,19612,['Pop Smoke'],0.65,0.7090000000000001,0.5479999999999999,1tkg4EHVoqnhR6iFEXb60y,1.59e-06,10,0.133,-8.493,1,What You Know Bout Love,0.353,83.995,0.5429999999999999
3640,19613,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0.256,0.799,0.66,02kDW379Yfd5PzW5A6vuGt,0.0,1,0.111,-6.153,0,Lemonade,0.079,140.04,0.471
3641,19614,['Ariana Grande'],0.237,0.83,0.585,6Im9k8u9iIzKMrmV7BWtlF,0.0,0,0.248,-6.476,1,34+35,0.094,109.978,0.485
3642,19615,"['Justin Bieber', 'Chance the Rapper']",0.196,0.6729999999999999,0.7040000000000001,5u1n1kITHCxxp8twBcZxWy,0.0,6,0.0898,-8.056000000000001,1,Holy (feat. Chance The Rapper),0.36,86.919,0.3720000000000001
3643,19616,['The Weeknd'],0.00146,0.514,0.73,0VjIjW4GlUZAMYd2vXMi3b,9.54e-05,1,0.0897,-5.934,1,Blinding Lights,0.0598,171.005,0.334
3644,19617,['Juice WRLD'],0.00336,0.65,0.613,2U5WueTLIK5WJLD7mvDODv,0.0,9,0.267,-6.13,0,Wishing Well,0.128,149.972,0.0804
3645,19618,['BTS'],0.0112,0.746,0.765,0t1kP63rueHleOhQkYSXFY,0.0,6,0.0936,-4.41,0,Dynamite,0.0993,114.044,0.737
3646,19619,['Conan Gray'],0.584,0.357,0.425,4xqrdfXkTW4T0RauPLv3WA,0.0,5,0.322,-7.301,1,Heather,0.0333,102.078,0.27
3647,19620,"['Justin Bieber', 'benny blanco']",0.8640000000000001,0.631,0.239,4y4spB9m0Q6026KfkAvy9Q,0.0,11,0.116,-7.0710000000000015,0,Lonely (with benny blanco),0.0398,79.859,0.0927
3648,19621,['Ritt Momney'],0.0563,0.399,0.491,6AGOKlMZWLCaEJGnaROtF9,0.00089,6,0.11,-10.778,0,Put Your Records On,0.0538,91.066,0.151
3649,19622,"['Juice WRLD', 'Marshmello']",0.0172,0.625,0.8140000000000001,2Y0wPrPQBrGhoLn14xRYCG,0.0,0,0.158,-5.181,1,Come & Go (with Marshmello),0.0657,144.991,0.535
3650,19623,['Tate McRae'],0.7859999999999999,0.642,0.374,45bE4HXI0AwGZXfZtMp8JR,0.0,4,0.0906,-9.386,1,you broke me first,0.0545,124.099,0.0799
3651,19624,['Billie Eilish'],0.218,0.889,0.34,54bFM56PmE4YLRnqpW6Tha,0.13,11,0.055,-7.773,0,Therefore I Am,0.0697,94.009,0.716
3652,19625,['Jack Harlow'],0.11,0.794,0.7559999999999999,4DuUwzP4ALMqpquHU0ltAB,0.0,5,0.247,-7.16,0,Tyler Herro,0.136,123.066,0.775
3653,19626,"['Jack Harlow', 'Tory Lanez', 'DaBaby', 'Lil Wayne']",0.0631,0.904,0.723,2MbdDtCv5LUVjYy9RuGTgC,0.0,11,0.185,-5.224,0,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.26,145.013,0.835
3654,19627,['Luke Combs'],0.191,0.487,0.65,6IBcOGPsniK3Pso1wHIhew,0.0,0,0.0933,-5.195,1,Forever After All,0.0253,151.964,0.456
3655,19628,"['DJ Khaled', 'Drake']",0.057,0.8,0.56,6EDO9iiTtwNv6waLwa1UUq,0.0,5,0.134,-4.8180000000000005,0,POPSTAR (feat. Drake),0.261,163.071,0.45
3656,19629,['Polo G'],0.345,0.8320000000000001,0.534,1VLtjHwRWOVJiE5Py7JxoQ,0.0,1,0.165,-7.813,0,Martin & Gina,0.253,93.924,0.116
3657,19630,['Ariana Grande'],0.36,0.487,0.534,3UoULw70kMsiVXxW0L3A33,0.0,0,0.1,-5.664,0,pov,0.0555,131.798,0.173
3658,19631,"['21 Savage', 'Metro Boomin']",0.00748,0.8190000000000001,0.626,5SWnsxjhdcEDc7LJjq9UHk,0.101,10,0.1669999999999999,-4.574,0,Runnin,0.202,143.01,0.415
3659,19632,"['21 Savage', 'Metro Boomin', 'Drake']",0.231,0.647,0.667,4Q34FP1AT7GEl9oLgNtiWj,0.0,5,0.133,-5.563,1,Mr. Right Now (feat. Drake),0.304,172.08,0.7040000000000001
3660,19633,['Shawn Mendes'],0.131,0.333,0.637,5KCbr5ndeby4y4ggthdiAb,1.8e-05,1,0.149,-4.904,0,Wonder,0.0581,139.898,0.132
3661,19634,"['Kane Brown', 'Swae Lee', 'Khalid']",0.0469,0.727,0.626,5f1joOtoMeyppIcJGZQvqJ,2.58e-05,7,0.126,-8.415,1,Be Like That - feat. Swae Lee & Khalid,0.0726,86.97,0.322
3662,19635,"['Machine Gun Kelly', 'blackbear']",0.00473,0.731,0.675,7kDUspsoYfLkWnZR7qwHZl,0.0,5,0.141,-5.134,0,my ex's best friend (with blackbear),0.0434,124.939,0.298
3663,19636,"['Pop Smoke', 'Lil Tjay']",0.487,0.48,0.602,5rZlwNFl01HqLWBQGryKSm,0.0,10,0.0848,-6.335,0,Mood Swings (feat. Lil Tjay),0.368,179.798,0.269
3664,19637,"['Ariana Grande', 'Doja Cat']",0.0681,0.789,0.742,5GkQIP5mWPi4KZLLXeuFTT,0.0,10,0.166,-5.664,0,motive (with Doja Cat),0.0652,116.965,0.6609999999999999
3665,19638,['Ashnikko'],0.235,0.8340000000000001,0.6629999999999999,0AUvWawuP0ibk4SQ3sIZjk,0.0,8,0.3720000000000001,-6.143,1,Daisy,0.133,121.876,0.774
3666,19639,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0.25,0.8,0.6579999999999999,7hxHWCCAIIxFLCzvDgnQHX,0.0,1,0.111,-6.142,0,"Lemonade (feat. Gunna, Don Toliver & NAV)",0.079,140.042,0.462
3667,19640,"['Chris Brown', 'Young Thug']",0.316,0.755,0.578,1IIKrJVP1C9N7iPtG6eOsK,0.0,0,0.25,-8.932,0,Go Crazy,0.145,94.148,0.581
3668,19641,"['Dua Lipa', 'DaBaby']",0.00883,0.7020000000000001,0.825,463CkQjx2Zk1yXoBuierM9,0.0,6,0.0674,-3.787,0,Levitating (feat. DaBaby),0.0601,102.977,0.915
3669,19642,['Morgan Wallen'],0.428,0.457,0.774,0tbjiOUl4k492KPdWZS9sy,4.29e-05,0,0.119,-5.2010000000000005,1,7 Summers,0.0336,203.863,0.59
3670,19643,['Miley Cyrus'],0.00115,0.705,0.8140000000000001,27ycaQnQAxaPiyeg3nr2aB,0.00312,4,0.203,-5.466,0,Midnight Sky,0.0346,110.0,0.259
3671,19644,"['CORPSE', 'Savage Ga$p']",0.00161,0.614,0.937,7bCfHiRcfUjG0YVVNUL7Ve,0.00136,1,0.103,-7.443,1,E-GIRLS ARE RUINING MY LIFE!,0.115,84.98,0.386
3672,19645,"['Powfu', 'beabadoobee']",0.731,0.726,0.431,7eJMfftS33KTjuF7lTsMCx,0.0,8,0.696,-8.765,0,death bed (coffee for your head),0.135,144.026,0.348
3673,19646,"['Maluma', 'The Weeknd']",0.105,0.7659999999999999,0.7879999999999999,0GzuHFG4Ql6DoyxFRnIk3F,5.81e-06,6,0.142,-3.128,0,Hawái - Remix,0.312,179.984,0.609
3674,19647,"['DDG', 'Blueface']",0.0614,0.928,0.341,7o4gBbTM6UBLkOYPw9xMCz,0.0,11,0.162,-10.196,0,Moonwalking in Calabasas (feat. Blueface) - Remix,0.103,129.966,0.745
3675,19648,['The Kid LAROI'],0.232,0.7190000000000001,0.598,5psEZhQu6lukjhavJo4AbC,0.0,9,0.115,-6.254,1,SO DONE,0.077,142.592,0.303
3676,19649,['Don Toliver'],0.00981,0.629,0.6920000000000001,527k23H0A4Q0UJN3vGs0Da,0.331,5,0.603,-8.045,1,After Party,0.0376,162.94799999999995,0.453
3677,19650,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",0.0221,0.49,0.618,1H7KnK26kc1YyellpbINEn,3.77e-06,1,0.259,-5.655,1,The Woo (feat. 50 Cent & Roddy Ricch),0.104,99.7,0.286
3678,19651,"['Big Sean', 'Post Malone']",0.0978,0.7240000000000001,0.675,33gwZOGJWEZ7dRWPqPxBEZ,9.41e-06,2,0.351,-5.267,1,Wolves (feat. Post Malone),0.0867,160.048,0.325
3679,19652,"['The Kid LAROI', 'Juice WRLD']",0.157,0.487,0.74,2rPHUAeUPbNgTmK18FPTiZ,0.0,6,0.612,-4.973,1,GO (feat. Juice WRLD),0.0944,73.779,0.522
3680,19653,['Polo G'],0.149,0.7829999999999999,0.479,3JKgcAa7r07ocVWcV8bS0H,0.0,7,0.101,-10.646,1,21,0.541,176.02700000000004,0.5329999999999999
3681,19654,['Ariana Grande'],0.08,0.7190000000000001,0.607,7Dx9Z6Aon1qPS2N0rHSWTe,0.0,8,0.125,-5.1560000000000015,1,just like magic,0.165,128.006,0.464
3682,19655,"['Joel Corry', 'MNEK']",0.168,0.7340000000000001,0.8740000000000001,6cx06DFPPHchuUAcTxznu9,1.14e-05,8,0.0489,-3.158,1,Head & Heart (feat. MNEK),0.0662,122.953,0.905
3683,19656,"['Juice WRLD', 'Marshmello', 'The Kid LAROI', 'Polo G']",0.291,0.701,0.65,0ada5XsQGLPUVbmTCkAP49,0.0,6,0.112,-6.313,1,Hate The Other Side (with Marshmello & The Kid Laroi),0.104,90.00299999999999,0.647
3684,19657,['Juice WRLD'],0.0417,0.706,0.625,5dOxHHMOFAbG3VH23t0xNm,0.0,0,0.129,-7.426,1,Righteous,0.0314,142.94799999999995,0.225
3685,19658,"['Gunna', 'Young Thug']",0.114,0.825,0.458,3nS9a01VvXHQriLqJYwRqG,0.0,0,0.102,-7.47,1,DOLLAZ ON MY HEAD (feat. Young Thug),0.0577,145.115,0.161
3686,19659,['Morgan Wallen'],0.601,0.621,0.882,0eBXyY4SatzpE7opnzgXvz,0.0,6,0.132,-5.01,1,More Than My Hometown,0.0459,126.014,0.574
3687,19660,['blackbear'],0.125,0.782,0.5589999999999999,2mt1IqcFyY1zmYZT8Q3xw9,0.0,6,0.385,-7.106,0,hot girl bummer,0.0767,129.99200000000002,0.685
3688,19661,"['Jawsh 685', 'Jason Derulo']",0.234,0.767,0.481,1xQ6trAsedVPCdbtDAmk0c,0.0,0,0.269,-8.52,0,Savage Love (Laxed - Siren Beat),0.0803,150.076,0.7609999999999999
3689,19662,"['Ariana Grande', 'The Weeknd']",0.519,0.411,0.522,7E1jVNoWuemqUryI4FxsVD,0.0,0,0.398,-7.295,1,off the table (with The Weeknd),0.0981,88.33200000000002,0.382
3690,19663,['Pop Smoke'],0.00815,0.688,0.647,25zlnOAzbVoOzIeXSvQFf1,1.65e-05,2,0.095,-7.257999999999999,1,Got It On Me,0.19,88.834,0.195
3691,19664,"['Lil Baby', '42 Dugg']",0.135,0.926,0.542,6gxKUmycQX7uyMwJcweFjp,0.0,1,0.0877,-5.064,1,We Paid (feat. 42 Dugg),0.293,135.14,0.564
3692,19665,['Lil Mosey'],0.207,0.774,0.5539999999999999,6wJYhPfqk3KGhHRG76WzOh,0.0,0,0.132,-7.909,1,Blueberry Faygo,0.0383,99.034,0.349
3693,19666,['BTS'],0.00691,0.5660000000000001,0.716,249gnXrbfmV8NG6jTEMSwD,0.0,1,0.37,-5.733,1,Life Goes On,0.0424,81.068,0.45
3694,19667,['Lee Brice'],0.294,0.643,0.79,14GwnOeC9qYEKEA6uOZepa,0.0,4,0.107,-6.079,1,One Of Them Girls,0.0462,95.987,0.8
3695,19668,['Jack Harlow'],0.017,0.923,0.604,1jaTQ3nqY3oAAYyCTbIvnM,0.0,11,0.272,-6.671,0,WHATS POPPIN,0.245,145.062,0.826
3696,19669,"['Money Man', 'Lil Baby']",0.146,0.868,0.638,7v96VvFLS0wSYT8kewNLRy,0.0565,2,0.0931,-7.746,1,24 (feat. Lil Baby),0.0736,126.03,0.459
3697,19670,['Jason Derulo'],0.0332,0.789,0.711,59qrUpoplZxbIZxk6X0Bm3,0.0,2,0.0876,-4.248,1,Take You Dancing,0.041,112.985,0.753
3698,19671,"['Ariana Grande', 'Ty Dolla $ign']",0.0703,0.552,0.599,14gkWVFMwdxBMyqBw1wmIg,0.0,1,0.0986,-5.75,0,safety net (feat. Ty Dolla $ign),0.0404,161.884,0.0916
3699,19672,"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']",0.00536,0.5710000000000001,0.693,0EhpEsp4L0oRGM0vmeaN5e,0.0,6,0.173,-8.234,0,UN DIA (ONE DAY) (Feat. Tainy),0.0545,168.169,0.393
3700,19673,"['Future', 'Lil Uzi Vert']",0.0421,0.752,0.6579999999999999,0k7wmahjkn389wAZdz19Cv,0.0,0,0.0927,-6.2970000000000015,1,Drankin N Smokin,0.342,151.951,0.387
3701,19674,['Juice WRLD'],0.176,0.747,0.622,4K06PO78fW4mnBVenxGNob,0.0,11,0.151,-5.825,1,Conversations,0.0838,159.93,0.57
3702,19675,"['Travis Scott', 'Young Thug', 'M.I.A.']",0.00671,0.835,0.6990000000000001,4jVBIpuOiMj1crqd8LoCrJ,0.0,8,0.195,-5.405,0,FRANCHISE (feat. Young Thug & M.I.A.),0.277,154.981,0.547
3703,19676,"['Rod Wave', 'Lil Baby']",0.147,0.8740000000000001,0.443,0qJeyYAgv6UpvewUxRXAhb,0.0,5,0.124,-9.628,0,Rags2Riches 2 (feat. Lil Baby),0.241,118.004,0.298
3704,19677,['Ariana Grande'],0.0814,0.772,0.506,0sci7ppTZFm4mjcH3nu8yO,1.1e-05,6,0.182,-6.558,0,nasty,0.139,127.894,0.456
3705,19678,"['DJ Khaled', 'Drake']",0.0743,0.695,0.343,35RJhm1pEovTBwnNR0zWad,1.04e-06,5,0.107,-10.798,1,GREECE (feat. Drake),0.0432,85.84,0.229
3706,19679,['Noah Cyrus'],0.868,0.708,0.186,6J2LdBN97cDWn0MLxYh9HB,0.0,9,0.0779,-8.953,0,July,0.042,72.541,0.322
3707,19680,['King Von'],0.0149,0.82,0.5920000000000001,7fEoXCZTZFosUFvFQg1BmW,4.71e-06,1,0.121,-7.002000000000002,1,Took Her To The O,0.29,159.98,0.4
3708,19681,"['Juice WRLD', 'The Weeknd']",0.224,0.6940000000000001,0.685,6wQlQrTY5mVS8EGaFZVwVF,0.0,6,0.124,-6.535,0,Smile (with The Weeknd),0.133,158.83100000000005,0.306
3709,19682,['Ariana Grande'],0.8009999999999999,0.499,0.462,3ko9jEHNt4O5fjKN65ULJp,0.0,0,0.0946,-5.308,1,shut up,0.0312,127.698,0.599
3710,19683,['AJR'],0.0183,0.74,0.516,53BHUFdQphHiZUUG3nx9zn,0.0,1,0.0558,-6.233,0,Bang!,0.0507,139.918,0.698
3711,19684,"['Ariana Grande', 'Justin Bieber']",0.223,0.597,0.45,4HBZA5flZLE435QTztThqH,0.0,8,0.382,-6.658,1,Stuck with U (with Justin Bieber),0.0418,178.765,0.537
3712,19685,"['Future', 'Drake']",0.0706,0.6759999999999999,0.609,5yY9lUy8nbvjM1Uyo1Uqoc,0.0,2,0.152,-5.831,0,Life Is Good (feat. Drake),0.481,142.037,0.508
3713,19686,"['Polo G', 'Juice WRLD']",0.0538,0.752,0.6729999999999999,2QqJTIlGKRLJC3onkavYEz,0.0,10,0.133,-5.7920000000000025,0,Flex (feat. Juice WRLD),0.153,164.009,0.35
3714,19687,['Megan Thee Stallion'],0.00824,0.821,0.863,6WbTTAGKrQtCQvmc5BuYfh,0.0,6,0.0377,-3.159,1,Girls in the Hood,0.353,180.013,0.8740000000000001
3715,19688,['YoungBoy Never Broke Again'],0.535,0.877,0.607,1SF8piqsZWn86DajVKih8F,0.0,10,0.138,-7.818,0,Kacey Talk,0.15,127.055,0.773
3716,19689,['Lil Nas X'],0.12,0.81,0.511,6zFMeegAMYQo0mt8rXtrli,0.0,5,0.0832,-6.924,0,HOLIDAY,0.1639999999999999,151.947,0.8370000000000001
3717,19690,['Ariana Grande'],0.67,0.7390000000000001,0.516,2IKJtXeR5UsaUjZB46fTOK,0.0,0,0.151,-7.154,1,six thirty,0.0539,120.109,0.434
3718,19691,"['Eminem', 'Juice WRLD']",0.145,0.8079999999999999,0.745,7FIWs0pqAYbP91WWM0vlTQ,0.0,10,0.292,-5.26,0,Godzilla (feat. Juice WRLD),0.342,165.995,0.8290000000000001
3719,19692,['salem ilese'],0.424,0.738,0.621,7aGyRfJWtLqgJaZoG9lJhE,7.39e-06,0,0.6920000000000001,-7.313,1,Mad at Disney,0.0486,113.968,0.715
3720,19693,"['Ty Dolla $ign', 'Post Malone']",0.14,0.784,0.496,5nWVyZaCwtfAkBnwDuXjBh,0.0,7,0.113,-5.746,1,Spicy (feat. Post Malone),0.0435,100.002,0.132
3721,19694,"['Future', 'Lil Uzi Vert']",0.12,0.94,0.532,5n6gBhdEjCuj3obgCoTEFD,0.0,11,0.0925,-5.9979999999999976,0,That’s It,0.358,123.043,0.599
3722,19695,"['THE SCOTTS', 'Travis Scott', 'Kid Cudi']",0.233,0.716,0.537,39Yp9wwQiSRIDOvrVg7mbk,0.0,0,0.157,-7.648,0,THE SCOTTS,0.0514,129.97899999999998,0.28
3723,19696,['Fousheé'],0.758,0.711,0.5920000000000001,6HlE9t71z9DjGi7KqSyEpA,0.0,4,0.156,-7.136,0,Deep End,0.23,124.749,0.535
3724,19697,"['Pop Smoke', 'A Boogie Wit da Hoodie']",0.0187,0.905,0.647,2r6OAV3WsYtXuXjvJ1lIDi,0.0,10,0.282,-5.065,0,Hello (feat. A Boogie Wit da Hoodie),0.107,130.97,0.3670000000000001
3725,19698,['The Kid LAROI'],0.0442,0.762,0.426,3QCU8BT0zDS9LPVfEhRFEE,0.0,8,0.0858,-6.865,1,ALWAYS DO,0.113,167.827,0.5820000000000001
3726,19699,"['21 Savage', 'Metro Boomin']",0.00574,0.847,0.733,6pcywuOeGGWeOQzdUyti6k,1.04e-05,10,0.151,-6.439,0,Glock In My Lap,0.16,130.029,0.202
3727,19700,"['G Herbo', 'Juice WRLD', 'Lil Uzi Vert', 'Chance the Rapper']",0.0317,0.883,0.8079999999999999,3jT2LKH0RSbQ8jIUNFzXm5,0.0,1,0.207,-3.158,0,PTSD,0.183,119.012,0.805
3728,19701,['Ariana Grande'],0.0815,0.6859999999999999,0.526,6u7gmPOz7pzzaeR9xSBpsR,7.75e-06,0,0.144,-6.8420000000000005,1,my hair,0.0374,92.013,0.3720000000000001
3729,19702,['Gabby Barrett'],0.0951,0.466,0.536,23T0OX7QOiIUFShSzbJ5Uo,0.0,6,0.114,-6.227,1,I Hope,0.0429,75.998,0.377
3730,19703,"['Drake', 'Giveon']",0.629,0.735,0.449,4wVOKKEHUJxHCFFNUWDn0B,0.0,10,0.113,-7.5070000000000014,1,Chicago Freestyle (feat. Giveon),0.347,122.947,0.0397
3731,19704,['Ariana Grande'],0.0967,0.624,0.672,0q85C1JiECyYIQthz1posA,0.0,0,0.155,-5.334,1,obvious,0.106,159.852,0.26
3732,19705,"['Internet Money', 'Juice WRLD', 'Trippie Redd']",0.114,0.7609999999999999,0.517,2rFsFjq0D9JAmc0APpCO6P,0.0,5,0.157,-6.916,1,Blastoff (feat. Juice Wrld & Trippie Redd),0.0927,147.912,0.46
3733,19706,"['Diplo', 'Morgan Wallen']",0.275,0.765,0.556,3FU6urUVsgXa6RBuV2PdRk,0.0,11,0.0824,-6.4170000000000025,1,Heartless (feat. Morgan Wallen),0.0512,111.033,0.274
3734,19707,['StaySolidRocky'],0.7490000000000001,0.728,0.431,5RqR4ZCCKJDcBLIn4sih9l,0.0,6,0.0996,-9.966,0,Party Girl,0.0622,130.02200000000002,0.629
3735,19708,"['Future', 'Lil Uzi Vert']",0.216,0.758,0.574,6lt8iodSkYWEV0ifKCSlfg,0.0,9,0.144,-7.832999999999997,0,Stripes Like Burberry,0.217,144.08100000000005,0.706
3736,19709,['Billie Eilish'],0.795,0.444,0.309,2ygvZOXrIeVL4xZmAWJT2C,0.132,8,0.352,-10.956,1,my future,0.062,104.745,0.0875
3737,19710,['Lil Eazzyy'],0.356,0.7959999999999999,0.426,3NxFTRr0692mbC5hD0nEZD,2.730000000000001e-05,1,0.0941,-13.207,1,Onna Come Up,0.285,150.043,0.649
3738,19711,"['Machine Gun Kelly', 'Halsey']",0.000417,0.654,0.875,1VSuFS7PahCN3SWbOcQ98m,0.0086,1,0.194,-4.845,1,forget me too (feat. Halsey),0.0744,99.975,0.522
3739,19712,['Dan + Shay'],0.634,0.721,0.277,5ovVcYo2MvjVydFwFyaaqy,0.0,1,0.112,-7.127999999999999,1,I Should Probably Go To Bed,0.0365,131.935,0.309
3740,19713,['Conan Gray'],0.00162,0.628,0.639,6KfoDhO4XUWSbnyKjNp9c4,0.0,8,0.354,-5.46,1,Maniac,0.0435,108.045,0.493
3741,19714,"['Marshmello', 'Halsey']",0.0077599999999999,0.63,0.633,3Z8FwOEN59mRMxDCtb8N0A,0.0,4,0.0541,-7.087999999999999,1,Be Kind (with Halsey),0.0457,93.995,0.452
3742,19715,['Lil Mosey'],0.207,0.774,0.5539999999999999,22LAwLoDA5b4AaGSkg6bKW,0.0,0,0.132,-7.909,1,Blueberry Faygo,0.0383,99.034,0.349
3743,19716,"['SZA', 'The Neptunes', 'Pharrell Williams', 'Ty Dolla $ign']",0.199,0.679,0.516,7Bar1kLTmsRmH6FCKKMEyU,0.0,0,0.0965,-6.371,0,Hit Different,0.0452,120.074,0.716
3744,19717,['Vedo'],0.297,0.774,0.376,4lsHZ92XCFOQfzJFBTluk8,0.0,5,0.165,-9.372,1,You Got It,0.208,122.089,0.391
3745,19718,"['Megan Thee Stallion', 'Beyoncé']",0.016,0.8220000000000001,0.743,5v4GgrXPMghOnBBLmveLac,0.0,10,0.127,-4.772,0,Savage Remix (feat. Beyoncé),0.28,84.459,0.636
3746,19719,['Miley Cyrus'],0.000335,0.58,0.908,5i7ThJfYLAzp2DyZuFpF6j,4.84e-05,4,0.087,-5.303,1,Heart Of Glass (Live from the iHeart Festival),0.0341,115.016,0.4270000000000001
3747,19720,"['Sech', 'Daddy Yankee', 'J Balvin', 'ROSALÍA', 'Farruko']",0.0337,0.7929999999999999,0.7709999999999999,35UUpTmrcFXNIVIN26ujXl,1.51e-06,5,0.284,-3.417,1,Relación - Remix,0.0959,171.94299999999996,0.835
3748,19721,['Polo G'],0.128,0.616,0.617,170DNUSnQRp1tGpppF26pA,0.0,1,0.177,-8.431000000000001,1,Epidemic,0.52,175.929,0.476
3749,19722,['Ariana Grande'],0.186,0.688,0.455,1whfVLMKWqAX3uk97VXsNN,0.0,11,0.0794,-8.632,0,west side,0.199,87.865,0.557
3750,19723,"['Future', 'Lil Uzi Vert']",0.0165,0.898,0.5670000000000001,1rP5gAqMlm8d6UnfseuzSm,0.0,1,0.109,-6.4460000000000015,1,Real Baby Pluto,0.302,141.97299999999996,0.602
3751,19724,['Ariana Grande'],0.0686,0.688,0.573,6NYtLvyThMT0oALFdJFdzq,0.0,10,0.0749,-5.03,0,love language,0.208,110.034,0.5529999999999999
3752,19725,['Saweetie'],0.00576,0.954,0.696,4Hpib09wXgD84w4uwTPnYD,0.000498,10,0.0754,-7.117000000000001,0,Tap In,0.204,100.036,0.4320000000000001
3753,19726,['Taylor Swift'],0.537,0.613,0.581,4R2kfaDFhslZEMJqAFNpdd,0.000345,0,0.25,-8.588,0,cardigan,0.0424,130.033,0.551
3754,19727,['$uicideBoy$'],0.13,0.792,0.512,41LhQUkElADQ5YUbpYv2D0,8.82e-05,2,0.14,-6.875,1,"...And To Those I Love, Thanks For Sticking Around",0.0408,113.978,0.11
3755,19728,"['Anuel AA', 'Bad Bunny']",0.464,0.691,0.765,06s3QtMJVXw1AJX3UfvZG1,3.29e-06,8,0.203,-4.727,1,Hasta Que Dios Diga,0.111,174.021,0.855
3756,19729,"['Juice WRLD', 'Halsey']",0.337,0.63,0.446,5wWAwzGp2OaaoIkwcz6wZs,0.0,1,0.166,-8.9,1,Life's A Mess (feat. Halsey),0.0351,143.078,0.177
3757,19730,"['YNW Melly', 'Juice WRLD']",0.474,0.655,0.441,4S2uhQE8L9V6p7rj7SiauJ,0.0,9,0.099,-5.245,0,Suicidal (Remix) [feat. Juice WRLD],0.0629,139.957,0.273
3758,19731,"['24kGoldn', 'Justin Bieber', 'J Balvin', 'iann dior']",0.151,0.721,0.745,6FuGJB290AQMAHTfjOYVaK,1.24e-06,7,0.3720000000000001,-3.508,0,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",0.0366,90.988,0.6990000000000001
3759,19732,['Lil Uzi Vert'],0.055,0.7709999999999999,0.654,56uXDJRCuoS7abX3SkzHKQ,0.0,8,0.214,-6.976,0,Myron,0.298,155.047,0.573
3760,19733,['Sam Smith'],0.154,0.653,0.667,5hvwx5i67IwnCkjl9VHkNv,0.0,10,0.107,-6.763999999999999,0,Diamonds,0.0423,104.181,0.556
3761,19734,['Juice WRLD'],0.183,0.868,0.55,0fCwrjKfWxF3xQhZrYUw4T,0.0,6,0.109,-6.4170000000000025,1,Blood On My Jeans,0.226,117.943,0.464
3762,19735,"['Future', 'Lil Uzi Vert']",0.11,0.8390000000000001,0.502,7liO3TEHfUqLnIlN54CW1D,0.0,0,0.115,-5.886,0,Million Dollar Play,0.398,150.07,0.585
3763,19736,['Juice WRLD'],0.439,0.745,0.5,21CkzgKCBCq5V4XKjiGSIj,0.0,8,0.0943,-6.184,1,Stay High,0.135,76.968,0.433
3764,19737,"['Future', 'Lil Uzi Vert']",0.0187,0.759,0.52,6NaVCCFGylOLZAgk5eTTid,0.0,2,0.313,-7.0420000000000025,1,Marni On Me,0.447,123.189,0.116
3765,19738,['Chris Stapleton'],0.452,0.638,0.5379999999999999,3TNSVsiFngfe68UJpMq1oS,0.000415,10,0.0695,-8.445,1,Starting Over,0.0315,89.124,0.318
3766,19739,['Don Toliver'],0.524,0.652,0.631,7AzlLxHn24DxjgQX73F9fU,0.000579,6,0.165,-5.718,0,No Idea,0.0893,127.998,0.35
3767,19740,"['Future', 'Lil Uzi Vert']",0.0233,0.851,0.621,0DUHmrwC8ZviGGC2o2JBy1,0.0,11,0.161,-6.678999999999999,1,Sleeping On The Floor,0.362,150.969,0.532
3768,19741,['Maluma'],0.189,0.787,0.728,4uoR6qeWeuL4Qeu2qJzkuG,2.29e-05,6,0.0629,-3.455,0,Hawái,0.389,180.06599999999997,0.545
3769,19742,['BLACKPINK'],0.0066799999999999,0.6579999999999999,0.733,4Ws314Ylb27BVsvlZOy30C,0.0,6,0.118,-4.756,1,Lovesick Girls,0.0586,127.977,0.464
3770,19743,['Morgan Wallen'],0.662,0.657,0.54,0SErdEdRcVX1uJCf1eTGYH,0.0,5,0.123,-7.675,1,Somebody’s Problem,0.0287,136.97,0.625
3771,19774,['The Kid LAROI'],0.213,0.662,0.413,27OeeYzk6klgBh83TSvGMA,0.0,0,0.134,-7.357,1,WITHOUT YOU,0.0299,93.005,0.467
3772,19775,['BTS'],0.42,0.547,0.605,0n2moJpAEWHwaPYYjkzMDl,0.0,8,0.125,-6.755,1,Blue & Grey,0.0415,121.953,0.364
